"lat","lon"
"39.9104","116.4735"
"39.91","116.475"
"39.92","116.4258"
"39.9198","116.4258"
"39.9185","116.4266"
"39.9187","116.4269"
"39.9163","116.4307"
"39.9163","116.4307"
"31.3337","121.5045"
"31.3355","121.5062"
"31.3355","121.5062"
"31.3355","121.5062"
"31.3337","121.5045"
"31.3352","121.506"
"31.3341","121.5046"
"31.2995","121.5149"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2996","121.515"
"31.2995","121.5149"
"31.2995","121.5152"
"31.2994","121.5152"
"31.2995","121.5152"
"31.3341","121.5046"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2995","121.5152"
"31.2995","121.5151"
"31.2995","121.5152"
"31.3016","121.5141"
"31.2027","121.4783"
"31.3082","121.5058"
"31.3082","121.5058"
"31.2027","121.4783"
"30.7474","120.7785"
"31.273","121.5536"
"31.273","121.5536"
"31.2731","121.5536"
"31.2734","121.5536"
"31.2735","121.5531"
"31.2735","121.5531"
"31.2026","121.4784"
"31.2731","121.5535"
"31.2731","121.5535"
"31.2731","121.5535"
"31.2734","121.5536"
"31.2731","121.5534"
"31.2731","121.5535"
"31.3339","121.505"
"31.3339","121.505"
"31.3392","121.5094"
"31.3339","121.505"
"31.3339","121.505"
"31.3339","121.505"
"31.3337","121.505"
"31.3339","121.5051"
"31.3339","121.5051"
"31.294","121.516"
"31.3392","121.5094"
"31.2003","121.4792"
"31.2834","121.5089"
"31.306","121.5088"
"31.306","121.5061"
"31.2998","121.4994"
"31.2998","121.4994"
"31.2998","121.4994"
"31.2998","121.4994"
"31.029","121.2367"
"31.305","121.509"
"31.3049","121.509"
"31.3002","121.5152"
"31.029","121.2367"
"31.6738","121.4739"
"31.6732","121.4735"
"31.6732","121.4735"
"31.6732","121.4735"
"31.6695","121.4709"
"31.6733","121.4742"
"31.6732","121.4741"
"31.0311","121.2354"
"31.673","121.4741"
"31.673","121.4741"
"31.6731","121.4741"
"31.6518","121.4496"
"31.6534","121.4499"
"31.6856","121.4567"
"31.6858","121.4569"
"31.6873","121.4599"
"31.0311","121.2354"
"31.6709","121.476"
"31.6732","121.4736"
"31.6732","121.4736"
"31.6732","121.4736"
"31.6732","121.4736"
"31.6732","121.4736"
"31.0311","121.2355"
"31.6732","121.4736"
"31.6733","121.4738"
"31.6732","121.474"
"31.6731","121.474"
"31.6734","121.4739"
"31.6828","121.4681"
"31.6828","121.4682"
"31.6851","121.4834"
"31.684","121.4833"
"31.0311","121.2355"
"31.0291","121.2367"
"31.0291","121.2367"
"31.3061","121.5048"
"30.5139","120.4228"
"30.4821","120.3657"
"30.4871","120.3638"
"30.5003","120.3434"
"30.5007","120.3413"
"30.501","120.3409"
"30.501","120.3409"
"30.4972","120.3384"
"30.4972","120.3384"
"30.4972","120.3384"
"30.4972","120.3384"
"30.4972","120.3384"
"31.3337","121.505"
"31.3337","121.505"
"22.6079","108.1817"
"22.6079","108.1816"
"22.6079","108.1816"
"22.6079","108.1816"
"30.5727","103.9507"
"30.4332","103.998"
"30.4328","103.9978"
"29.9025","103.3696"
"29.902","103.3696"
"29.902","103.3695"
"29.902","103.3695"
"29.902","103.3696"
"29.902","103.3696"
"29.902","103.3696"
"29.9018","103.3671"
"29.9018","103.3671"
"29.9017","103.3662"
"29.9017","103.3662"
"29.9017","103.3662"
"29.9017","103.3662"
"29.9017","103.3662"
"29.9017","103.3662"
"29.9018","103.3657"
"29.9018","103.3657"
"29.9017","103.3656"
"31.3303","121.5044"
"31.3302","121.5046"
"31.3365","121.5072"
"22.3099","113.9177"
"22.3099","113.9177"
"22.313","113.9154"
"22.3083","113.9186"
"22.3083","113.9186"
"22.3083","113.9186"
"-8.7448","115.1672"
"-8.7448","115.1672"
"-8.7424","115.1664"
"-8.7422","115.1663"
"31.2027","121.4783"
"-8.7422","115.1663"
"-8.7386","115.1652"
"-8.7374","115.1662"
"-8.7371","115.1667"
"-8.7371","115.1667"
"-8.7371","115.1667"
"31.2027","121.4783"
"-8.7376","115.1692"
"-8.7376","115.1693"
"-8.6754","115.2635"
"-8.6754","115.2635"
"-8.6754","115.2636"
"-8.6752","115.2638"
"-8.6651","115.4624"
"-8.6651","115.4624"
"-8.6652","115.4623"
"-8.6651","115.4624"
"-8.6651","115.4624"
"-8.6651","115.4624"
"-8.6132","115.4317"
"-8.6626","115.4635"
"-8.6624","115.4637"
"-8.6624","115.4637"
"-8.6623","115.4647"
"-8.6622","115.4649"
"-8.6622","115.4649"
"-8.6648","115.4638"
"-8.6833","115.4832"
"-8.6833","115.4832"
"-8.6833","115.4832"
"-8.6833","115.4832"
"-8.6833","115.4832"
"-8.6834","115.4824"
"-8.6834","115.4824"
"-8.6834","115.4824"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6841","115.4814"
"-8.6833","115.4833"
"-8.6833","115.4833"
"-8.6829","115.4835"
"-8.6828","115.4836"
"31.1915","121.5338"
"-8.6818","115.4837"
"-8.6801","115.4844"
"-8.6801","115.4844"
"-8.6802","115.4844"
"-8.6802","115.4844"
"-8.6802","115.4844"
"-8.6802","115.4844"
"31.1915","121.5338"
"-8.6698","115.4773"
"-8.6628","115.4641"
"-8.6628","115.4641"
"-8.6628","115.4641"
"-8.6628","115.4641"
"-8.6629","115.4642"
"-8.6593","115.4516"
"-8.6933","115.4008"
"-8.6773","115.4406"
"31.1915","121.5338"
"-8.6776","115.4421"
"-8.6777","115.4423"
"-8.6777","115.4426"
"-8.67","115.4528"
"-8.6811","115.4461"
"-8.681","115.4463"
"-8.681","115.4463"
"-8.6808","115.4464"
"-8.6808","115.4463"
"-8.681","115.4463"
"31.1937","121.537"
"-8.681","115.4463"
"-8.6875","115.4446"
"-8.6907","115.4301"
"-8.6908","115.4301"
"-8.6908","115.43"
"-8.6908","115.43"
"-8.6908","115.43"
"-8.6908","115.43"
"-8.6908","115.43"
"-8.6908","115.43"
"31.1937","121.537"
"-8.6908","115.43"
"-8.6908","115.43"
"-8.6909","115.43"
"-8.6909","115.43"
"-8.6908","115.4301"
"-8.6908","115.4301"
"-8.6908","115.4301"
"-8.6908","115.4301"
"-8.6908","115.4301"
"-8.6908","115.4301"
"31.2401","121.5761"
"-8.6908","115.4301"
"-8.6907","115.4317"
"-8.6745","115.4478"
"-8.6742","115.4473"
"-8.6742","115.4474"
"-8.6742","115.4471"
"-8.6742","115.4471"
"-8.6742","115.4471"
"31.2401","121.5761"
"-8.6753","115.4472"
"-8.6753","115.4472"
"-8.6753","115.4472"
"-8.6743","115.2614"
"-8.6741","115.2612"
"-8.7388","115.1701"
"-8.7371","115.1667"
"-8.7371","115.1667"
"-8.7371","115.1667"
"-8.7371","115.1667"
"31.2445","121.5788"
"-8.8281","115.0855"
"-8.8281","115.0854"
"-8.8295","115.0848"
"-8.8295","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"31.2445","121.5788"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"-8.8296","115.0848"
"31.2446","121.5787"
"-8.8296","115.0849"
"-8.8296","115.085"
"-8.8296","115.085"
"-8.8298","115.0851"
"-8.8298","115.085"
"-8.829","115.0837"
"-8.829","115.0837"
"-8.829","115.0837"
"31.2446","121.5787"
"-8.8301","115.0853"
"-8.8301","115.0851"
"-8.83","115.0851"
"-8.8301","115.0853"
"-8.8301","115.0853"
"-8.829","115.0854"
"-8.829","115.0854"
"-8.8091","115.1679"
"-8.8091","115.1679"
"-8.8091","115.1679"
"-8.809","115.1678"
"-8.8091","115.1677"
"-8.8096","115.1679"
"-8.8096","115.1678"
"-8.8095","115.1678"
"-8.8095","115.1678"
"-8.8096","115.1675"
"-8.8096","115.1679"
"31.2417","121.5788"
"-8.8096","115.1679"
"-8.8096","115.168"
"-8.8096","115.168"
"-8.8096","115.168"
"-8.8096","115.1682"
"-8.8096","115.1682"
"-8.8095","115.1681"
"-8.8095","115.1682"
"31.2417","121.5788"
"-8.8094","115.1683"
"-8.8095","115.1684"
"-8.8095","115.1683"
"-8.8095","115.1683"
"-8.8095","115.1683"
"-8.8095","115.1683"
"-8.8097","115.1683"
"-8.8096","115.1683"
"-8.8099","115.1681"
"-8.8101","115.168"
"-8.8101","115.168"
"-8.8102","115.1679"
"-8.8102","115.168"
"-8.8102","115.168"
"-8.8102","115.168"
"-8.8102","115.1679"
"-8.8102","115.1679"
"31.3077","121.5095"
"-8.8098","115.168"
"-8.8368","115.2049"
"31.3077","121.5095"
"31.3077","121.5095"
"-8.7632","115.1699"
"-8.7632","115.1695"
"-8.7632","115.1695"
"-8.7633","115.1696"
"-8.7633","115.1696"
"31.3077","121.5095"
"-8.7633","115.1696"
"-8.7633","115.1696"
"-8.7633","115.1696"
"-8.7633","115.1696"
"-8.7633","115.1696"
"31.3077","121.5095"
"31.3077","121.5095"
"31.3077","121.5093"
"-8.7611","115.1719"
"-8.7633","115.1697"
"31.3077","121.5093"
"-8.7633","115.1696"
"-8.7633","115.1696"
"31.3078","121.5093"
"-8.5065","115.2623"
"-8.5066","115.2623"
"-8.5074","115.2631"
"-8.5084","115.2627"
"-8.5067","115.2627"
"-8.5061","115.2624"
"31.3078","121.5093"
"-8.5057","115.2632"
"-8.405","115.3224"
"-8.405","115.3222"
"-8.4048","115.3221"
"-8.4047","115.3221"
"-8.4053","115.3249"
"-8.4054","115.3254"
"-8.5791","115.3451"
"-8.5793","115.3451"
"31.3078","121.5092"
"-8.4803","115.2677"
"-8.4801","115.2677"
"-8.511","115.2629"
"-8.5147","115.2639"
"-8.517","115.265"
"-8.517","115.2651"
"-8.517","115.2651"
"-8.5171","115.265"
"31.3078","121.5092"
"-8.517","115.2654"
"-8.5174","115.2656"
"-8.5174","115.2658"
"-8.5174","115.2658"
"-8.5174","115.2658"
"-8.5174","115.266"
"-8.5173","115.2661"
"-8.5173","115.2661"
"-8.5174","115.2661"
"-8.5174","115.2661"
"-8.5223","115.2629"
"-8.5223","115.2629"
"-8.5223","115.2629"
"-8.7107","115.1758"
"-8.7042","115.178"
"31.3067","121.5097"
"-8.7275","115.167"
"-8.7275","115.167"
"-8.7272","115.1675"
"-8.7272","115.1675"
"-8.7272","115.1674"
"-8.7272","115.1675"
"-8.7272","115.1675"
"31.3067","121.5097"
"31.3337","121.505"
"31.3337","121.505"
"31.3337","121.505"
"31.3357","121.5067"
"31.3336","121.505"
"31.2919","121.5319"
"31.2904","121.5191"
"31.1963","121.3155"
"30.2879","120.2102"
"22.4903","113.914"
"22.4713","113.8916"
"22.4711","113.8918"
"22.4712","113.8923"
"22.4714","113.8919"
"22.4711","113.8924"
"22.4712","113.8925"
"22.4709","113.8919"
"22.4744","113.8917"
"22.4706","113.8913"
"22.4696","113.8893"
"22.4696","113.8893"
"22.4709","113.8923"
"22.4709","113.8923"
"22.4711","113.8918"
"22.4904","113.9145"
"22.6241","113.8127"
"22.6247","113.8129"
"22.6273","113.8079"
"36.7375","114.6008"
"36.7323","114.6294"
"36.7317","114.6313"
"36.7309","114.6344"
"36.7129","114.7271"
"36.7125","114.7271"
"36.7082","114.7265"
"36.7047","114.7273"
"36.7043","114.7275"
"36.703","114.7275"
"36.702","114.7268"
"36.702","114.7256"
"36.702","114.7254"
"36.6997","114.7244"
"36.7018","114.7234"
"36.7031","114.7236"
"36.7032","114.7235"
"36.7036","114.7232"
"36.7031","114.7233"
"36.7034","114.7234"
"36.6994","114.7249"
"36.7035","114.727"
"36.7038","114.7242"
"36.7037","114.7246"
"36.7037","114.7246"
"36.7035","114.7269"
"36.7048","114.7245"
"36.698","114.7322"
"36.7011","114.733"
"36.7056","114.7466"
"36.7039","114.7581"
"36.7039","114.7581"
"36.7041","114.7584"
"36.7041","114.7584"
"36.7042","114.7585"
"36.7042","114.7584"
"36.7041","114.7584"
"36.7041","114.7584"
"36.7041","114.7585"
"36.7041","114.7585"
"36.7041","114.7585"
"36.7041","114.7585"
"36.7041","114.7585"
"36.7042","114.7583"
"36.7043","114.7584"
"36.7043","114.7584"
"36.7043","114.7584"
"36.7042","114.7584"
"36.7041","114.7585"
"36.7038","114.7584"
"36.7039","114.7584"
"36.7039","114.7584"
"36.7039","114.7585"
"36.7039","114.7585"
"36.7039","114.7585"
"36.7037","114.7588"
"36.7037","114.7589"
"36.704","114.7585"
"36.6991","114.7363"
"36.7017","114.7303"
"36.7034","114.7271"
"36.6959","114.7187"
"36.6958","114.721"
"36.6969","114.7297"
"36.6971","114.73"
"36.7013","114.7296"
"36.7012","114.7289"
"36.7012","114.7288"
"36.6992","114.7252"
"36.6986","114.7313"
"36.7011","114.7306"
"36.7013","114.7307"
"30.5777","120.3555"
"30.5777","120.3555"
"31.3355","121.5061"
"31.3338","121.5051"
"31.332","121.504"
"31.332","121.504"
"31.8972","119.8605"
"31.9262","119.8103"
"33.3392","117.3353"
"33.3399","117.3349"
"33.3399","117.3349"
"33.4832","117.2773"
"33.487","117.2765"
"33.8074","117.227"
"34.4433","115.6582"
"36.7614","114.4816"
"31.2093","121.4613"
"36.6523","114.5417"
"36.7461","114.545"
"36.7461","114.5453"
"36.7429","114.56"
"36.7428","114.5602"
"36.7428","114.5604"
"36.7403","114.5715"
"36.7403","114.5717"
"36.7393","114.5843"
"36.7393","114.585"
"31.2093","121.4613"
"36.7367","114.6052"
"36.7366","114.6059"
"36.7269","114.6505"
"36.7268","114.6507"
"36.7267","114.6511"
"36.7212","114.6761"
"36.7212","114.6764"
"36.7212","114.6766"
"36.7114","114.7271"
"36.703","114.7318"
"36.6979","114.7322"
"36.7011","114.7326"
"36.7063","114.7273"
"36.7056","114.7267"
"36.7053","114.7257"
"36.7048","114.7252"
"36.7031","114.7257"
"36.7031","114.7238"
"36.7031","114.7234"
"36.7031","114.7234"
"36.7033","114.7234"
"36.7033","114.7234"
"36.7033","114.7234"
"36.7037","114.7237"
"36.7038","114.7235"
"36.7037","114.7234"
"36.7037","114.7234"
"36.7035","114.7236"
"36.7035","114.7236"
"36.7052","114.7245"
"36.704","114.7235"
"36.7043","114.7235"
"36.7041","114.7232"
"36.7044","114.7233"
"36.7041","114.7236"
"36.7036","114.7253"
"36.7038","114.7235"
"36.7058","114.7239"
"36.7035","114.7234"
"36.7034","114.7263"
"36.7034","114.7236"
"36.7026","114.7234"
"36.6995","114.7249"
"36.7017","114.7234"
"36.701","114.7236"
"36.6992","114.7249"
"36.6978","114.7238"
"36.6972","114.7234"
"36.6988","114.7249"
"36.6988","114.7249"
"36.6968","114.7232"
"36.6976","114.7235"
"36.6992","114.7243"
"36.7029","114.7263"
"36.7029","114.7263"
"36.7019","114.7129"
"36.704","114.7128"
"36.7115","114.7132"
"36.7121","114.712"
"36.6967","114.7175"
"36.6729","114.7212"
"36.6747","114.7144"
"36.6943","114.7307"
"36.6972","114.7315"
"36.6991","114.7326"
"36.6989","114.735"
"36.6989","114.735"
"31.1555","121.4433"
"36.6979","114.7347"
"36.6979","114.7347"
"36.6979","114.7346"
"36.698","114.7359"
"36.698","114.7359"
"36.6978","114.7365"
"36.6972","114.7367"
"36.6972","114.7367"
"36.6972","114.7367"
"36.698","114.7378"
"31.1538","121.444"
"36.6978","114.7385"
"36.6978","114.7385"
"36.6995","114.7379"
"36.701","114.7351"
"36.7011","114.7337"
"36.7012","114.7333"
"36.7012","114.7333"
"36.7038","114.7329"
"36.7038","114.7329"
"36.7037","114.7331"
"36.7041","114.734"
"36.7041","114.7339"
"36.7042","114.7338"
"36.7042","114.7333"
"36.7061","114.7303"
"36.705","114.7314"
"36.7053","114.732"
"36.7051","114.7314"
"36.7065","114.7321"
"36.7065","114.7321"
"31.3365","121.5072"
"36.707","114.7318"
"36.7078","114.7345"
"36.7079","114.7347"
"36.7085","114.7367"
"36.709","114.7369"
"36.7127","114.7336"
"36.7127","114.7336"
"36.709","114.7272"
"31.3365","121.5072"
"36.7076","114.7219"
"36.6686","114.4885"
"36.7276","114.52"
"36.7206","114.6896"
"36.715","114.7273"
"36.7075","114.7151"
"36.7001","114.7169"
"36.7002","114.7172"
"31.2028","121.4782"
"36.6969","114.7172"
"36.6967","114.7172"
"36.6943","114.7186"
"36.6943","114.7191"
"36.6943","114.7197"
"36.6943","114.7213"
"36.6792","114.7223"
"36.6781","114.722"
"36.6768","114.7214"
"36.6788","114.7224"
"36.6876","114.7235"
"36.6897","114.7238"
"36.6949","114.7234"
"36.6949","114.7234"
"36.6949","114.7234"
"36.6949","114.7234"
"36.6949","114.7234"
"36.6948","114.7234"
"36.6958","114.7239"
"36.6956","114.7234"
"36.6958","114.7234"
"36.6969","114.7234"
"36.6972","114.7235"
"36.6981","114.7234"
"36.7011","114.7235"
"36.7014","114.7235"
"36.7019","114.7239"
"36.7019","114.7246"
"36.7019","114.7249"
"36.7019","114.7251"
"31.2028","121.4782"
"36.702","114.727"
"36.7017","114.7292"
"36.7018","114.7291"
"36.7018","114.7291"
"36.7018","114.7291"
"36.7016","114.7305"
"36.7011","114.7302"
"36.7011","114.7302"
"36.701","114.7293"
"36.703","114.7275"
"31.2029","121.4782"
"36.7016","114.7301"
"36.7017","114.73"
"36.7059","114.7299"
"36.7049","114.7275"
"36.7054","114.7182"
"36.7043","114.7183"
"36.7043","114.7183"
"36.7042","114.7183"
"36.6986","114.7217"
"36.6955","114.7194"
"36.7014","114.7302"
"36.7015","114.7299"
"36.6153","114.5437"
"36.6154","114.5437"
"36.6152","114.5437"
"36.608","114.5189"
"36.608","114.5192"
"36.608","114.5196"
"36.6067","114.5422"
"36.6166","114.5555"
"36.6159","114.555"
"36.6151","114.541"
"36.6152","114.541"
"31.1956","121.3156"
"30.2741","120.1346"
"31.3039","121.5062"
"31.2918","121.5184"
"31.3354","121.5062"
"31.3354","121.5062"
"31.3354","121.5062"
"31.3354","121.5062"
"31.3354","121.5062"
"31.3412","121.5129"
"31.3317","121.5026"
"31.3263","121.5055"
"31.3318","121.5027"
"31.3263","121.5055"
"31.3263","121.5095"
"30.3675","120.0279"
"30.3676","120.0278"
"30.3676","120.0277"
"30.368","120.0277"
"31.3074","121.5052"
"30.3707","120.023"
"30.3691","120.0262"
"30.3507","119.9977"
"30.3507","119.9974"
"31.3263","121.5095"
"30.3523","119.9981"
"31.3061","121.505"
"31.3263","121.5095"
"31.0408","121.236"
"31.3263","121.5095"
"30.5507","120.0546"
"30.5474","120.0556"
"30.5472","120.0557"
"27.392","103.2735"
"30.521","119.8064"
"31.2027","121.4783"
"30.521","119.8064"
"30.521","119.8064"
"30.521","119.8064"
"30.521","119.8064"
"30.521","119.8064"
"30.521","119.8064"
"30.521","119.8064"
"30.5122","119.8044"
"30.5121","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5121","119.8044"
"30.5121","119.8044"
"30.5121","119.8044"
"30.5121","119.8044"
"30.512","119.8044"
"30.5121","119.8046"
"30.5122","119.8045"
"30.5122","119.8044"
"30.5123","119.8046"
"31.3364","121.5071"
"30.5123","119.8046"
"30.5123","119.8046"
"30.512","119.8043"
"30.512","119.8043"
"30.5121","119.8044"
"30.5121","119.8044"
"30.5124","119.8045"
"30.5122","119.8044"
"30.5121","119.8043"
"30.5121","119.8044"
"30.5122","119.8044"
"30.512","119.8044"
"30.5122","119.8044"
"30.5122","119.8043"
"30.5121","119.8044"
"30.5122","119.8043"
"30.5121","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8045"
"30.5122","119.8045"
"30.5121","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"31.3358","121.5067"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5123","119.8044"
"30.5122","119.8044"
"30.5122","119.8043"
"30.5122","119.8043"
"30.5122","119.8043"
"30.5122","119.8044"
"30.5123","119.8042"
"30.5123","119.8042"
"30.5123","119.8041"
"30.5124","119.8041"
"30.5124","119.8041"
"30.5126","119.8042"
"30.5127","119.8043"
"30.5126","119.8043"
"31.3375","121.508"
"30.5126","119.8043"
"30.5126","119.8042"
"30.5126","119.8042"
"30.5126","119.8042"
"30.5126","119.8042"
"30.5125","119.8042"
"31.073","121.1768"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8044"
"30.5122","119.8045"
"30.5121","119.8045"
"30.5125","119.8042"
"30.5126","119.8042"
"30.5126","119.8043"
"30.5126","119.8043"
"30.5126","119.8043"
"30.5126","119.8043"
"30.5123","119.8042"
"30.5123","119.8043"
"30.5122","119.8044"
"30.5121","119.8044"
"30.6013","119.8929"
"30.6015","119.893"
"30.6018","119.8922"
"30.6018","119.8922"
"30.6019","119.8922"
"30.6018","119.892"
"30.6023","119.8916"
"30.6025","119.8912"
"30.6025","119.8913"
"30.6025","119.8913"
"30.6025","119.8913"
"30.6025","119.8913"
"30.6025","119.8913"
"30.6026","119.8913"
"30.6027","119.8913"
"30.6027","119.8913"
"30.6027","119.8911"
"30.6028","119.8911"
"30.6028","119.891"
"30.6028","119.891"
"30.6028","119.8911"
"30.6026","119.8912"
"31.1967","121.3111"
"31.1971","121.311"
"31.1969","121.3111"
"31.1969","121.3111"
"31.3061","121.5047"
"27.3813","103.2853"
"31.3061","121.5047"
"31.306","121.5049"
"31.306","121.5049"
"31.306","121.5049"
"31.3062","121.5053"
"31.306","121.5046"
"27.4014","103.2768"
"31.1954","121.416"
"31.3083","121.506"
"31.3085","121.5061"
"31.1954","121.416"
"31.3085","121.5062"
"31.3085","121.5062"
"31.3085","121.5062"
"31.3085","121.5062"
"31.1954","121.416"
"27.456","103.3641"
"27.4434","103.3216"
"31.3343","121.505"
"31.3085","121.5062"
"31.335","121.5061"
"31.3339","121.5052"
"31.1551","121.5259"
"31.3348","121.5059"
"27.3538","103.3478"
"31.3348","121.5059"
"31.2904","121.519"
"31.3336","121.505"
"31.3085","121.5062"
"31.3348","121.5059"
"31.3085","121.5062"
"31.3085","121.5062"
"31.3085","121.5062"
"31.3083","121.5062"
"31.3083","121.5062"
"31.3083","121.5062"
"31.3082","121.5062"
"31.3082","121.5062"
"31.3082","121.5062"
"31.3082","121.5062"
"31.3082","121.5062"
"22.308","113.9184"
"22.308","113.9184"
"22.308","113.9184"
"-8.7406","115.1649"
"-8.7413","115.1681"
"-8.7449","115.1814"
"-8.7011","115.1647"
"-8.7011","115.1647"
"-8.7011","115.1647"
"-8.7011","115.1647"
"-8.7011","115.1647"
"-8.7011","115.1647"
"-8.4999","115.2453"
"-8.4998","115.2454"
"-8.4999","115.2454"
"-8.4999","115.2452"
"-8.4078","115.2476"
"-8.4101","115.2477"
"-8.4101","115.2477"
"-8.4102","115.2476"
"-8.4102","115.2477"
"-8.4103","115.2478"
"-8.411","115.2477"
"-8.411","115.2477"
"-8.411","115.2477"
"-8.411","115.2477"
"-8.4111","115.2477"
"-8.4111","115.2477"
"-8.4116","115.248"
"-8.4119","115.2481"
"-8.4174","115.2494"
"-8.4174","115.2494"
"-8.4194","115.2492"
"-8.4194","115.2493"
"-8.4194","115.2495"
"-8.4194","115.2493"
"31.1955","121.4163"
"-8.4193","115.2493"
"-8.4194","115.2493"
"-8.4195","115.2489"
"-8.4239","115.2492"
"-8.4248","115.2492"
"-8.4248","115.2493"
"-8.425","115.2492"
"-8.4249","115.2492"
"-8.4247","115.2492"
"25.0128","102.6834"
"-8.4248","115.2493"
"-8.4249","115.2493"
"-8.4249","115.2494"
"-8.4249","115.2494"
"-8.4249","115.2496"
"-8.4248","115.2494"
"-8.4248","115.2494"
"-8.43","115.253"
"-8.43","115.253"
"-8.5768","115.2672"
"31.6673","119.7998"
"-8.5768","115.2671"
"-8.5768","115.2672"
"-8.5769","115.2672"
"-8.5769","115.2672"
"-8.5769","115.2672"
"-8.5769","115.2673"
"-8.5768","115.2671"
"-8.5768","115.2672"
"-8.5768","115.2672"
"-8.5768","115.2672"
"31.6673","119.7995"
"-8.5768","115.2672"
"-8.5768","115.2673"
"-8.4117","115.3198"
"-8.4116","115.3199"
"-8.4116","115.3202"
"-8.4115","115.3202"
"-8.4115","115.3201"
"-8.4114","115.32"
"31.6673","119.7995"
"-8.4116","115.3199"
"-8.2781","115.379"
"-8.2409","115.3796"
"-8.2408","115.3796"
"-8.2408","115.3796"
"-8.2542","115.3841"
"-8.2408","115.3796"
"31.6711","119.7487"
"-8.2408","115.3796"
"-8.2408","115.3796"
"-8.2408","115.3794"
"-8.2406","115.3803"
"-8.2409","115.3796"
"-8.2409","115.3795"
"-8.2407","115.3794"
"-8.2408","115.3796"
"-8.2408","115.3796"
"-8.2408","115.3796"
"31.6883","118.7684"
"-8.2408","115.3795"
"-8.2408","115.3795"
"-8.2408","115.3795"
"-8.2408","115.3795"
"-8.2409","115.3796"
"-8.2409","115.3796"
"-8.241","115.3791"
"-8.2408","115.3794"
"-8.2408","115.3794"
"31.6443","118.6701"
"-8.2408","115.3794"
"-8.2422","115.3714"
"-8.2422","115.3714"
"-8.2421","115.3715"
"-8.2434","115.3743"
"-8.2434","115.3743"
"31.6415","118.6671"
"-8.2435","115.3743"
"-8.2435","115.3744"
"-8.2435","115.3743"
"-8.2443","115.3769"
"-8.2725","115.3472"
"-8.2726","115.3474"
"-8.2728","115.3476"
"-8.2728","115.3476"
"-8.2727","115.3476"
"31.6257","118.6502"
"-8.2727","115.3477"
"-8.7098","115.4749"
"-8.7096","115.4749"
"-8.7096","115.4749"
"-8.7098","115.4751"
"-8.7102","115.475"
"-8.7102","115.475"
"-8.6818","115.4836"
"-8.6818","115.4836"
"31.6255","118.6496"
"-8.6827","115.4874"
"-8.6818","115.4836"
"-8.6829","115.4873"
"-8.6829","115.4872"
"-8.6829","115.4872"
"-8.6829","115.4872"
"-8.6829","115.4872"
"-8.6829","115.4873"
"-8.6829","115.4872"
"-8.6829","115.4872"
"31.6252","118.6489"
"-8.6829","115.4872"
"-8.6829","115.4872"
"-8.7105","115.475"
"-8.7105","115.4751"
"-8.7058","115.4811"
"-8.6868","115.4893"
"-8.6799","115.4878"
"31.6242","118.6467"
"-8.7256","115.1808"
"-8.7256","115.1808"
"-8.7606","115.1691"
"-8.7606","115.1691"
"31.6038","118.5747"
"31.604","118.5717"
"31.3336","121.5049"
"31.3337","121.5051"
"31.3337","121.5051"
"31.2904","121.5193"
"31.6191","118.5357"
"31.3176","121.4861"
"31.334","121.5053"
"31.1902","121.7361"
"31.1902","121.7361"
"31.6192","118.5355"
"24.9911","109.9868"
"24.9932","109.9839"
"24.9933","109.9839"
"24.9902","109.9819"
"24.988","109.9831"
"24.988","109.9831"
"24.9837","109.9783"
"24.981","109.9808"
"25.0348","109.9928"
"25.0298","109.9685"
"31.6109","118.5358"
"25.0338","109.9884"
"25.077","109.9372"
"25.1027","109.9659"
"25.1027","109.9659"
"25.1054","109.9688"
"25.1173","109.9817"
"25.1591","109.7665"
"25.1593","109.7665"
"25.1593","109.7666"
"25.1184","109.7381"
"31.4619","118.5115"
"26.2931","106.0837"
"25.1182","109.7382"
"26.293","106.0835"
"25.1182","109.7383"
"25.1182","109.7384"
"25.1182","109.7384"
"26.293","106.0836"
"25.1181","109.7385"
"26.2931","106.0834"
"25.1181","109.7385"
"31.4206","118.4862"
"25.1181","109.7385"
