x,y
30.706059,120.851326
30.138939,118.156754
28.977413,120.163635
31.345463,121.252853
36.704037,114.738754
31.221605,121.454735
28.978315,120.164871
31.303982,121.509132
-8.829614,115.084778
24.623354,102.948677
30.652733,104.083885
27.377928,103.28727
28.984554,120.194336
31.315456,121.521301
31.33193,121.509575
31.601379,120.127365
21.007893,109.102669
31.331919,121.50956
-8.73707,115.166695
40.948204,115.435974
30.465466,104.370819
31.33004,121.508469
30.548845,104.054382
30.620949,120.550476
43.427937,126.611412
30.559639,104.048859
31.305023,121.507591
31.331842,121.509468
31.287558,121.503845
36.535721,114.450836
31.285048,121.505623
21.011782,109.103218
30.190386,120.114822
30.509745,119.809219
37.421913,-122.08387
32.768639,-117.22599
31.337221,121.513969
-8.701058,115.164665
30.479876,120.370285
31.095833,121.214111
26.081114,119.297188
31.211857,121.564316
31.145363,121.328964
32.767277,-117.22625
30.749495,120.487427
36.68782,114.729286
28.967672,120.158829
24.915131,102.463478
31.331642,121.509346
30.536791,114.367294
34.404808,-119.311569
-8.419488,115.248894
31.142368,121.659409
32.784935,-117.233093
31.039059,121.240776
36.700436,114.735909
31.329136,121.49131
43.427937,126.611412
31.224867,121.456848
31.333881,121.513992
36.696159,114.734734
28.977476,120.163727
30.518566,119.811188
22.664942,110.338081
31.331678,121.509338
31.199404,121.352417
31.77578,35.242821
34.404854,-119.311646
24.915043,102.464439
30.000271,117.990021
30.002991,117.989555
31.183882,121.492668
30.750454,120.482208
31.287603,121.504723
36.701351,114.735313
31.305805,121.513641
31.287394,121.503372
21.406872,109.13829
31.231182,121.501694
-8.419405,115.249519
31.198263,121.317497
30.141216,118.175415
26.080919,119.297119
30.747375,120.486534
31.200636,121.48288
24.915031,102.463287
31.304096,121.509163
31.316225,121.508766
34.138554,-118.356842
31.242428,121.582901
34.140274,-118.355049
30.22513,120.046165
-8.704217,115.177956
31.189409,121.438934
31.095253,121.214638
31.671364,121.478065
31.200811,121.48275
28.970852,120.160248
31.331692,121.509415
31.251883,121.483788
43.421741,126.619896
18.623026,108.707672
36.704891,114.733177
36.698257,114.742661
39.943203,116.405762
36.703915,114.729218
31.207384,121.46582
31.333408,121.51062
30.509865,119.809364
30.582159,119.864746
31.304066,121.509155
30.509701,119.809235
31.306396,121.508583
-8.829614,115.084778
28.96575,120.151375
31.350456,121.263123
24.891037,102.506218
31.234329,121.504326
31.305649,121.513939
31.331888,121.509575
31.352713,121.266594
29.975578,117.986275
31.33746,121.513939
24.915077,102.467117
-8.516972,115.265114
21.031483,109.090523
31.333534,121.509598
21.020834,109.132172
31.189407,121.538094
30.509676,119.809349
31.242325,121.583046
21.40777,109.138603
31.145447,121.328934
30.141582,118.163803
43.972153,125.835693
31.216152,121.564316
24.915146,102.463493
31.244932,121.509293
-8.73715,115.166664
-8.8102,115.167953
30.140047,118.161758
30.556791,104.052475
31.330229,121.508133
28.980022,120.161385
30.557512,104.052231
31.317932,121.546013
31.180904,121.493149
31.333328,121.509918
31.331741,121.509445
-8.576861,115.267197
39.941025,116.402405
31.297415,121.519539
-8.516978,115.265015
31.306446,121.510246
31.331705,121.509445
21.012682,109.091988
28.977972,120.163574
30.494949,120.342926
31.192335,121.331055
36.701561,114.735474
30.891064,121.919617
31.253223,121.439049
29.89926,103.369308
36.701485,114.735298
28.978838,120.196426
28.970852,120.160248
-8.66285,115.464157
28.977467,120.163719
28.985226,120.175293
21.028807,109.110748
-8.51732,115.26609
31.306368,121.51033
-8.829647,115.084984
31.1721,121.433472
34.404953,-119.311432
28.985218,120.186554
36.703331,114.735977
30.602962,114.253204
31.31769,121.546074
31.306461,121.510735
31.304733,121.513359
30.747375,120.486534
36.703323,114.729149
30.465073,104.370995
28.960201,120.173058
21.417435,109.218315
31.305391,121.507446
31.298586,121.519295
31.253223,121.439049
31.201101,121.480881
31.646679,120.73848
21.011284,109.102959
28.961023,120.177475
31.818388,120.008972
33.805996,117.232712
30.651981,104.083931
36.704292,114.764343
28.96567,120.152328
31.171886,121.432693
21.40827,109.138138
28.96035,120.174553
39.899399,116.479866
24.621578,102.946663
22.305227,113.923401
-8.664842,115.463829
31.306314,121.51059
31.253223,121.439049
31.216421,121.456902
30.465315,104.370995
28.975462,120.163597
31.331846,121.509491
34.054272,-118.244301
31.038221,121.24662
30.593935,114.307121
31.226318,121.478035
39.934971,116.454315
43.428082,126.611229
-8.2725,115.347221
31.03923,121.240723
25.040909,102.709175
31.20085,121.482719
31.333662,121.512894
31.304094,121.510582
22.823278,108.363876
31.820084,119.966652
22.305227,113.923401
31.360933,121.190163
31.345596,121.252777
25.929611,119.676765
-8.738605,115.165207
28.961023,120.176834
36.695862,114.729256
28.95969,120.172684
36.736797,114.610794
31.041786,121.236633
36.726982,114.656212
21.544271,109.29332
31.331938,121.509583
24.915043,102.460983
31.216099,121.564316
31.252415,121.490128
31.287472,121.50386
21.023565,109.096466
-8.70962,115.474892
22.626314,110.210426
42.358734,-71.064331
41.882652,-87.623245
31.600525,120.126251
31.216162,121.564316
30.9363,121.117531
28.951582,120.165169
28.970819,120.161095
31.331738,121.509438
31.288256,121.503426
29.899208,103.368477
31.2229,121.351189
31.331663,121.509407
31.040947,121.241539
36.70166,114.735832
28.984741,120.19207
31.330956,121.509949
36.702209,114.732857
36.695938,114.729149
30.2251,120.045555
34.049007,-118.263977
31.285105,121.505699
36.704098,114.764252
36.701801,114.735634
28.960415,120.166367
31.329763,121.507668
31.285143,121.50486
31.195395,121.326042
28.969681,120.159889
-8.675312,115.447182
31.221642,121.454483
43.421513,126.619125
31.285099,121.505653
28.985456,120.175682
-8.68678,115.489342
31.285065,121.5056
22.463385,114.003258
28.962111,120.182304
31.225502,121.394142
34.231232,-118.254478
31.336592,121.511894
31.234329,121.504326
31.207384,121.46582
37.422504,-122.081917
28.962111,120.182304
22.62178,110.206825
30.657915,104.067375
32.766388,-117.219292
28.97785,120.163681
31.200783,121.482689
36.693672,114.729973
31.200758,121.482712
31.198616,121.351463
31.788635,119.93689
31.297421,121.519539
31.28755,121.503853
24.914955,102.466911
-8.240842,115.379585
-8.690817,115.430054
32.784935,-117.233093
31.288239,121.503403
36.703213,114.737671
36.699017,114.730736
31.360968,121.190331
31.126709,121.806847
31.234756,121.490257
18.633039,108.711288
36.704994,114.730309
31.360966,121.190331
30.557861,104.053513
24.903788,102.465797
36.697552,114.729218
31.039198,121.240791
30.60347,104.067696
30.557863,104.054306
28.969456,120.159782
31.331533,121.509277
31.306398,121.528503
31.32004,121.472916
40.948769,115.436775
31.332127,121.50898
31.304653,121.505104
31.143034,121.663261
31.286596,121.503815
30.600109,119.895882
31.286537,121.504868
34.234505,-118.242241
31.331745,121.509445
31.349516,121.264893
36.701897,114.735863
30.935081,121.115723
36.706734,114.737907
36.697231,114.724281
31.038994,121.240685
31.252195,121.533577
34.404861,-119.3116
31.820272,120.010826
21.010315,109.096039
31.598967,120.124817
31.331633,121.509491
28.970919,120.160263
31.302935,121.519539
28.955723,120.166878
31.333233,121.513718
30.599234,119.896774
31.349222,121.260666
30.001509,117.990929
31.332525,121.509438
22.824078,108.367928
31.286062,121.503113
36.703712,114.732788
28.97863,120.162903
31.285048,121.505623
36.708118,114.740501
52.090401,5.12222
31.214996,121.456688
22.612965,113.840431
31.332905,121.507706
30.509674,119.80925
21.007893,109.102669
30.750872,120.481071
21.050848,109.136475
31.145662,121.328934
31.157215,121.356636
-8.725575,115.180817
24.62406,102.94352
21.010315,109.096039
-8.2408,115.379524
22.525513,113.9916
36.701302,114.735107
31.039078,121.240814
30.510166,119.809097
28.980053,120.161339
31.231285,121.501945
31.317465,121.546547
-8.240778,115.379379
-8.737592,115.169266
30.607903,119.854538
28.984617,120.195557
24.91502,102.46376
31.333393,121.51059
40.945702,115.440239
31.189352,121.538094
30.367569,120.027351
28.970392,120.160248
28.96143,120.183395
30.75034,120.481323
31.200802,121.48278
29.8995,103.371811
21.009985,109.103912
21.007246,109.103081
24.905754,102.46328
21.401657,109.139488
31.332779,121.512688
37.421997,-122.082924
-8.690817,115.430054
36.701271,114.740952
31.209318,121.46875
21.031559,109.090462
31.215508,121.565712
18.623098,108.707794
31.285055,121.5056
30.549015,104.06205
43.422832,126.618561
36.693012,114.729309
30.002249,117.990356
42.359776,-71.054695
36.701534,114.734756
31.339024,121.517288
36.697063,114.728981
31.228598,121.498131
21.012241,109.092567
22.63147,113.812637
30.140497,118.160629
31.287462,121.503906
31.332336,121.509392
55.677322,12.573236
32.766716,-117.226662
31.331978,121.509613
18.291729,109.428589
31.287214,121.503593
31.287394,121.503372
24.876009,102.438766
36.672897,114.726097
31.039152,121.24086
30.510109,119.809105
-8.690817,115.430061
24.915024,102.463661
-8.690825,115.430046
24.903788,102.465797
31.259336,121.51432
28.960831,120.175888
-8.8091,115.167938
29.536333,117.933983
31.331657,121.509399
31.253223,121.439049
30.140783,118.160728
30.75046,120.482193
52.092255,5.1167
30.557955,104.049301
30.583054,119.86425
31.216162,121.564316
31.332388,121.509689
31.190926,121.324303
31.304335,121.509758
31.32659,121.507736
22.612963,113.840469
31.297415,121.519539
36.731823,114.63694
30.581976,119.865784
22.524157,113.99099
36.705868,114.732506
30.536762,114.367332
26.080603,119.297256
31.039074,121.240875
30.191084,120.115448
31.230913,121.501503
31.202806,121.356171
31.216145,121.564293
21.431383,109.235222
24.91503,102.46347
31.288164,121.503403
31.044971,121.437965
31.287603,121.504723
-8.411529,115.320152
31.270479,121.558617
30.503614,120.351448
-8.809533,115.168137
31.298521,121.519218
32.01976,118.789146
25.899523,100.198097
28.980331,120.161209
30.465523,104.37088
31.34934,121.262215
22.621813,113.817955
-8.809553,115.168159
31.331779,121.509125
31.330864,121.520584
25.213182,110.049538
31.331936,121.509552
31.288179,121.503403
21.40827,109.138138
32.765339,-117.227051
21.028868,109.110764
27.440136,103.323631
36.739391,114.589981
36.699123,114.740799
-8.701058,115.164665
24.930918,102.491043
31.697592,119.920433
-8.411491,115.320145
31.216433,121.456863
-8.690825,115.430031
36.704094,114.737854
30.557541,104.052269
36.699917,114.731705
36.704094,114.764305
31.270906,121.557831
31.302441,121.416565
28.974895,120.155708
31.306183,121.510231
31.721783,118.631004
31.2866,121.504776
30.003754,117.988159
28.984303,120.17234
24.889624,102.50531
33.124966,-117.313179
31.291401,121.52066
30.224823,120.046379
31.297415,121.519539
31.039167,121.240906
37.420547,-122.084633
33.815212,-117.91819
37.421757,-122.083733
31.225531,121.394203
22.632347,110.157135
28.972706,120.161652
31.234425,121.474777
24.91502,102.46376
31.331688,121.509407
31.331745,121.509483
22.997162,120.202126
31.200699,121.482841
31.316839,121.522247
31.188274,121.491768
31.281286,121.513268
31.331589,121.509453
30.255472,120.062347
22.367788,120.594833
31.226313,121.441048
39.938309,116.392883
31.287394,121.503372
31.315458,120.720009
36.703743,114.732765
18.287939,109.428337
30.582508,119.86451
31.602144,120.125809
30.000563,117.989967
31.333229,121.511009
30.75028,120.481293
28.977488,120.163719
28.984976,120.189102
31.650013,121.454262
43.41708,126.631821
31.25564,121.437721
31.222994,121.455261
18.265194,109.495392
31.723494,121.24514
31.33106,121.510185
31.037809,121.242218
22.654202,110.181305
52.518589,13.374512
30.224731,120.046471
30.747375,120.486534
22.467592,113.896202
36.703976,114.764084
31.331728,121.50943
31.288193,121.503586
28.984577,120.197136
31.040167,121.359924
24.915176,102.467278
31.287319,121.504654
34.234543,-118.242249
31.198328,121.483727
33.813034,-117.917381
31.306458,121.510735
31.950117,120.886505
31.334349,121.511414
25.041857,102.709053
21.419544,109.144676
36.706131,114.737961
31.318115,121.509438
21.012451,109.092468
36.696167,114.73407
34.234234,-118.242355
28.953489,120.166252
31.216162,121.564316
31.33168,121.509392
36.694515,114.727112
22.522633,113.991753
31.360836,121.19017
30.509737,119.809265
18.264225,109.499207
28.967403,120.188316
31.297419,121.519539
-8.517397,115.265778
31.03908,121.240746
30.620949,120.550476
31.303823,121.509003
31.337221,121.513969
34.231167,-118.254623
34.404808,-119.311394
21.01129,109.103271
31.041302,121.433731
36.682846,114.741089
31.331703,121.509407
21.011629,109.09243
31.331034,121.508026
25.040884,102.709145
31.306337,121.510269
21.051247,109.136337
31.360994,121.190178
31.231182,121.501694
31.288246,121.503448
25.005009,102.687881
31.306517,121.511024
31.261446,121.489426
31.039211,121.240685
-8.690825,115.430031
31.820255,120.005615
36.678299,114.727798
31.34898,121.260986
31.250275,121.531357
31.304045,121.509163
31.216604,121.62339
31.166214,121.418999
-8.763237,115.169853
31.33168,121.509338
29.919819,103.353058
22.640869,110.170097
31.304085,121.509163
31.294529,121.518646
31.298544,121.518333
22.625027,110.150414
28.962111,120.182304
18.622952,108.707718
22.605042,108.185677
36.712742,114.732918
31.152634,121.530533
31.230942,121.501495
31.30603,121.506226
31.288139,121.503426
52.092266,5.116697
30.509695,119.809219
-8.2408,115.379524
31.224327,121.394699
31.306458,121.51059
30.225136,120.04615
31.180838,121.442924
31.304224,121.510841
28.978741,120.16259
31.197981,121.350616
31.598885,120.124855
31.490683,120.819069
31.26343,121.44828
31.331949,121.509583
30.537298,114.370514
31.216442,121.456871
-8.674189,115.44735
30.557861,104.05352
30.557861,104.053513
31.225468,121.447899
34.404808,-119.311394
31.120081,121.367325
30.75034,120.481323
-8.809517,115.168358
28.985254,120.186928
31.331663,121.509407
31.223555,121.393974
21.408239,109.138237
31.731989,121.215691
31.298613,121.519203
28.984499,120.17141
30.747375,120.486534
31.252953,121.530182
31.270496,121.475616
25.051031,102.702682
31.330166,121.50827
18.622849,108.707733
31.302097,121.416679
30.475912,104.374199
30.141533,118.171722
31.3314,121.509499
28.984436,120.172729
30.518579,119.811188
36.696957,114.723274
25.005009,102.687881
30.5989,119.897591
31.297447,121.519104
31.297766,121.503845
30.557541,104.052269
31.331936,121.509583
31.288256,121.503426
31.288198,121.503403
30.557541,104.052269
31.304161,121.509674
31.331663,121.509407
30.582239,119.864594
30.371996,120.023209
33.815228,-117.9188
34.231285,-118.254494
25.024248,102.713898
31.592577,120.755867
33.814495,-117.917358
24.621454,102.946419
31.298096,121.5037
29.899216,103.368477
28.98455,120.195282
34.139572,-118.353981
28.960033,120.173599
24.623354,102.948677
31.33193,121.509575
34.138557,-118.3564
31.28845,121.501968
18.291353,109.429016
28.977404,120.163658
-8.73707,115.166695
31.304079,121.509117
31.331869,121.509521
31.349777,121.261002
31.144146,121.510582
21.413891,109.141632
28.985159,120.187233
30.557861,104.05407
31.287481,121.50473
31.35046,121.263153
31.332903,121.50956
18.307819,109.425514
28.979025,120.162254
31.187981,121.491302
36.616669,114.561195
28.97146,120.160477
31.298531,121.519142
30.509916,119.809303
31.277819,121.525642
31.226458,121.477959
43.419395,126.62162
31.600698,120.125908
30.746096,120.748055
36.701866,114.735901
31.337231,121.513786
43.428082,126.611229
31.370346,121.256714
30.55909,104.049103
28.974941,120.155701
36.69577,114.724396
25.929188,119.676842
22.277262,114.16571
34.232235,-118.238647
30.548424,120.059372
30.269869,120.060455
30.000792,117.989548
31.286339,121.504753
36.701855,114.735893
31.297415,121.519539
30.465467,104.370811
33.338425,117.340698
31.094332,121.193413
16.795961,96.139412
31.330172,121.507698
36.615349,114.549408
31.225468,121.447899
31.304134,121.509377
21.012602,109.092079
31.332991,121.509018
31.335487,121.512436
31.200649,121.482834
22.468348,113.896729
30.14151,118.163734
43.427937,126.611412
31.250729,121.533401
34.045547,-118.228889
36.697708,114.72924
31.331638,121.509399
30.19108,120.115349
29.529966,117.946968
30.738697,120.145279
28.976185,120.164169
31.331738,121.50946
37.42194,-122.083054
31.304317,121.511238
31.351233,121.265198
39.908653,116.481697
31.360861,121.190132
32.01339,120.869972
36.694733,114.736862
31.753239,118.619026
31.288164,121.503403
18.237919,109.508476
28.984354,120.170517
30.247965,120.159203
30.708035,120.850281
31.221624,121.454605
31.216162,121.564316
31.337238,121.513802
31.216442,121.456871
28.961796,120.183929
30.250456,120.140541
31.286963,121.503441
31.280016,121.166618
31.32905,121.508133
31.331659,121.509377
31.300159,121.516029
31.30916,121.517509
30.139479,118.156372
-8.674242,115.447151
22.627525,110.213379
-8.737583,115.169243
31.146709,121.329941
40.945713,115.437065
-8.410209,115.247688
30.65291,104.081955
31.331705,121.509491
31.331854,121.50956
31.215622,121.564316
31.786974,119.937759
28.959818,120.172966
31.303993,121.509109
24.915037,102.463455
30.51166,120.427361
31.333393,121.51059
31.331635,121.509392
30.368662,120.020218
31.040947,121.241539
21.03264,109.090912
31.263422,121.448273
31.039131,121.240814
34.14772,-118.256149
31.303995,121.508972
34.404781,-119.311356
28.970631,120.160759
-8.576817,115.267242
36.703205,114.733307
-8.411596,115.247986
31.223125,121.351082
49.411175,8.714989
31.297415,121.519539
30.936361,121.117561
43.422359,126.618668
31.352068,121.265778
31.297354,121.519554
24.62406,102.94352
31.723551,121.245766
28.984499,120.17141
30.224495,120.046814
31.143602,121.658752
-8.809604,115.168327
31.287603,121.504723
36.701187,114.735268
31.332985,121.510895
31.788609,119.936928
30.00116,117.99128
31.188581,121.302124
31.304798,121.509171
31.039175,121.240959
31.297766,121.503845
31.820084,119.966652
31.292206,121.51947
28.970379,120.160286
34.231133,-118.254623
29.537949,117.936707
29.921741,118.285713
28.973354,120.162109
31.315271,121.520805
22.379137,120.911835
31.039022,121.240799
39.934143,116.450378
36.701332,114.738403
30.557604,104.052292
31.148739,121.512718
31.3297,121.507759
36.706516,114.733124
28.969273,120.159714
30.141216,118.175415
30.749945,120.487503
31.60136,120.127327
33.95734,-118.380127
51.90937,4.478358
36.699375,114.742165
36.697464,114.742516
39.908653,116.481697
31.339575,121.496635
30.706059,120.851158
30.141539,118.163773
31.144146,121.510582
31.592989,120.755356
31.207394,121.46582
31.329382,121.506737
31.330406,121.512619
31.333511,121.510544
31.20118,121.488441
31.315447,121.519539
31.306503,121.492706
43.417023,126.632248
-8.809675,115.168343
36.705242,114.737198
31.332279,121.50898
30.750376,120.481232
31.286329,121.504997
31.317547,121.546524
30.93627,121.117264
34.404957,-119.311226
22.305008,113.923279
31.298912,121.510597
-8.809038,115.167801
31.041391,121.433937
31.292519,121.520309
31.225468,121.447891
36.567593,114.427788
28.979967,120.161407
22.618565,110.197777
31.639467,118.672142
31.207394,121.46582
30.748676,120.483978
34.404808,-119.311394
31.225468,121.447899
31.296495,121.520683
22.635315,110.172676
42.374466,-71.11718
31.78862,119.936905
36.70451,114.733353
34.404625,-119.311531
31.30406,121.509216
34.079029,-118.120895
31.304317,121.511238
34.404881,-119.311485
30.138073,118.175156
29.524193,117.96154
31.329428,121.510101
30.750872,120.481071
31.203224,121.494583
31.291401,121.52066
31.141539,121.658501
-8.810192,115.167915
31.041986,121.236343
31.306458,121.51059
30.557533,104.052284
31.285023,121.505608
31.360512,121.188301
36.704372,114.764267
30.749722,120.481934
31.306416,121.50592
36.69788,114.737389
22.522633,113.991753
28.978838,120.196426
31.287603,121.504723
30.224524,120.046761
31.153381,121.529922
36.696217,114.734001
31.304003,121.508919
31.039089,121.240761
28.977625,120.16375
31.330156,121.508224
21.401421,109.139305
31.228111,121.498245
36.704483,114.764267
36.699394,114.731071
28.985277,120.186768
30.891048,121.919601
31.305628,121.510597
28.976301,120.163948
31.287975,121.504608
31.278223,121.179733
25.929611,119.676765
22.778885,113.927917
30.558681,104.048973
28.97884,120.196426
21.011248,109.09417
22.638491,110.168274
31.041456,121.433777
36.705791,114.735863
18.621494,108.708527
31.350628,121.265297
28.984322,120.171234
25.041828,102.701073
